SampleID,sequencing_well,batch,project,field,sample_name,fk_num,sampling_method,gps_latitude,gps_longitude,collection_day,collection_month,collection_year,year_start,date,days,crop_rotation_primary_y0,crop_rotation_companion_y0,crop_rotation_primary_y1,crop_rotation_companion_y1,crop_rotation_primary_y2,crop_rotation_companion_y2,crop_rotation_primary_y3,crop_rotation_companion_y3,crop_rotation_primary_y4,crop_rotation_companion_y4,crop_rotation_primary_y5,crop_rotation_companion_y5,wheat_cultivar,take_all_seen,take_all_evidence,take_all_time,fertiliser_use,fertiliser_use_nitrogen,fertiliser_use_phosphous,fertiliser_use_potassium,fertiliser_use_micronutrients,fertiliser_use_other,fertiliser_application_rate_monthly,fertiliser_application_rate_every_six_months,fertiliser_application_rate_yearly,fertiliser_application_rate_every_two_years,fertiliser_application_rate_every_other,manure_use,manure_application_rate_monthly,manure_application_rate_every_six_months,manure_application_rate_yearly,manure_application_rate_every_two_years,manure_application_rate_other,pesticides__insecticides_use,fungicides_use,herbicides_use,tillage,tillage_method,soil_texture,soil_ph,available_p,available_k,available_mg,available_na,available_ca,extractable_cu,extractable_zn,extractable_mn,extractable_fe,extractable_so4,extractable_mo,extractable_co,ECEC
1_demultiplex.bc1012--bc1059.hifi_reads,D8,1,sample,5RJ.01,5RJ.01.18,NA,NA,53.217778,-0.16375,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,combining_peas,NA,group_2,NA,maize_forage,NA,spring_malting_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,8,15,239,43,10.8,2496.4,3.5,4.6,61.7,92.2,35.9,0,0.3,17.6
1_demultiplex.bc1012--bc1060.hifi_reads,D9,1,sample,2JJ.01,2JJ.01.05,NA,NA,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,NA,6.4,14.4,139,155,12.6,1462.9,5.2,7.2,73.3,242,52.1,0,0.5,14
1_demultiplex.bc1012--bc1062.hifi_reads,D10,1,sample,2JJ.01,2JJ.01.13,NA,NA,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,NA,6.4,14.4,139,155,12.6,1462.9,5.2,7.2,73.3,242,52.1,0,0.5,14
1_demultiplex.bc1012--bc1065.hifi_reads,D11,1,farmer_kit,2JJ.01,2JJ.1.215.FK,215,SFK,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,NA,6.4,14.4,139,155,12.6,1462.9,5.2,7.2,73.3,242,52.1,0,0.5,14
1_demultiplex.bc1012--bc1075.hifi_reads,D12,1,gt_control,S1,S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_demultiplex.bc1015--bc1033.hifi_reads,E1,1,sample,4QG.01,4QG.01.05,NA,NA,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,18.8,115,45,13,2827.9,3.3,16.2,222,109,42.4,0,1,19.4
1_demultiplex.bc1015--bc1035.hifi_reads,E2,1,sample,4QG.01,4QG.01.13,NA,NA,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,18.8,115,45,13,2827.9,3.3,16.2,222,109,42.4,0,1,19.4
1_demultiplex.bc1015--bc1044.hifi_reads,E3,1,farmer_kit,4QG.01,4QG.1.81.FK,81,SFK,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,18.8,115,45,13,2827.9,3.3,16.2,222,109,42.4,0,1,19.4
1_demultiplex.bc1015--bc1045.hifi_reads,E4,1,sample,8JF.01,8JF.01.08,NA,NA,53.829639,-0.534361,5,8,2024,01/01/2024,08/05/2024,217,winter_wheat,NA,oilseed_rape,NA,winter_wheat,NA,winter_wheat,NA,oilseed_rape,NA,NA,NA,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,NA,Variable,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.8,16.8,197,107,14.9,3328.6,5.9,6.6,179.7,177.7,51.4,0,1.1,23.7
1_demultiplex.bc1015--bc1054.hifi_reads,E5,1,sample,8JF.01,8JF.01.16,NA,NA,53.829639,-0.534361,5,8,2024,01/01/2024,08/05/2024,217,winter_wheat,NA,oilseed_rape,NA,winter_wheat,NA,winter_wheat,NA,oilseed_rape,NA,NA,NA,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,NA,Variable,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.8,16.8,197,107,14.9,3328.6,5.9,6.6,179.7,177.7,51.4,0,1.1,23.7
1_demultiplex.bc1015--bc1056.hifi_reads,E6,1,sample,5RJ.01,5RJ.01.03,NA,NA,53.217778,-0.16375,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,combining_peas,NA,group_2,NA,maize_forage,NA,spring_malting_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,8,15,239,43,10.8,2496.4,3.5,4.6,61.7,92.2,35.9,0,0.3,17.6
1_demultiplex.bc1015--bc1057.hifi_reads,E7,1,sample,5RJ.01,5RJ.01.11,NA,NA,53.217778,-0.16375,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,combining_peas,NA,group_2,NA,maize_forage,NA,spring_malting_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,8,15,239,43,10.8,2496.4,3.5,4.6,61.7,92.2,35.9,0,0.3,17.6
1_demultiplex.bc1015--bc1059.hifi_reads,E8,1,sample,5RJ.01,5RJ.01.19,NA,NA,53.217778,-0.16375,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,combining_peas,NA,group_2,NA,maize_forage,NA,spring_malting_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,8,15,239,43,10.8,2496.4,3.5,4.6,61.7,92.2,35.9,0,0.3,17.6
1_demultiplex.bc1015--bc1060.hifi_reads,E9,1,sample,2JJ.01,2JJ.01.06,NA,NA,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,NA,6.4,14.4,139,155,12.6,1462.9,5.2,7.2,73.3,242,52.1,0,0.5,14
1_demultiplex.bc1015--bc1062.hifi_reads,E10,1,sample,2JJ.01,2JJ.01.14,NA,NA,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,NA,6.4,14.4,139,155,12.6,1462.9,5.2,7.2,73.3,242,52.1,0,0.5,14
1_demultiplex.bc1015--bc1065.hifi_reads,E11,1,sample,2AY.01,2AY.01.01,NA,NA,53.17379,-0.37644,7,8,2024,01/01/2024,08/07/2024,219,group_1,NA,oats,vetch,2nd_wheat,NA,group_1,NA,OSR,NA,NA,NA,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_demultiplex.bc1015--bc1075.hifi_reads,E12,1,gt_control,S2,S2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_demultiplex.bc1020--bc1033.hifi_reads,F1,1,sample,4QG.01,4QG.01.06,NA,NA,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,18.8,115,45,13,2827.9,3.3,16.2,222,109,42.4,0,1,19.4
1_demultiplex.bc1020--bc1035.hifi_reads,F2,1,sample,4QG.01,4QG.01.14,NA,NA,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,18.8,115,45,13,2827.9,3.3,16.2,222,109,42.4,0,1,19.4
1_demultiplex.bc1020--bc1044.hifi_reads,F3,1,sample,8JF.01,8JF.01.01,NA,NA,53.829639,-0.534361,5,8,2024,01/01/2024,08/05/2024,217,winter_wheat,NA,oilseed_rape,NA,winter_wheat,NA,winter_wheat,NA,oilseed_rape,NA,NA,NA,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,NA,Variable,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.8,16.8,197,107,14.9,3328.6,5.9,6.6,179.7,177.7,51.4,0,1.1,23.7
1_demultiplex.bc1020--bc1045.hifi_reads,F4,1,sample,8JF.01,8JF.01.09,NA,NA,53.829639,-0.534361,5,8,2024,01/01/2024,08/05/2024,217,winter_wheat,NA,oilseed_rape,NA,winter_wheat,NA,winter_wheat,NA,oilseed_rape,NA,NA,NA,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,NA,Variable,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.8,16.8,197,107,14.9,3328.6,5.9,6.6,179.7,177.7,51.4,0,1.1,23.7
1_demultiplex.bc1020--bc1054.hifi_reads,F5,1,sample,8JF.01,8JF.01.17,NA,NA,53.829639,-0.534361,5,8,2024,01/01/2024,08/05/2024,217,winter_wheat,NA,oilseed_rape,NA,winter_wheat,NA,winter_wheat,NA,oilseed_rape,NA,NA,NA,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,NA,Variable,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.8,16.8,197,107,14.9,3328.6,5.9,6.6,179.7,177.7,51.4,0,1.1,23.7
1_demultiplex.bc1020--bc1056.hifi_reads,F6,1,sample,5RJ.01,5RJ.01.04,NA,NA,53.217778,-0.16375,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,combining_peas,NA,group_2,NA,maize_forage,NA,spring_malting_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,8,15,239,43,10.8,2496.4,3.5,4.6,61.7,92.2,35.9,0,0.3,17.6
1_demultiplex.bc1020--bc1057.hifi_reads,F7,1,sample,5RJ.01,5RJ.01.12,NA,NA,53.217778,-0.16375,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,combining_peas,NA,group_2,NA,maize_forage,NA,spring_malting_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,8,15,239,43,10.8,2496.4,3.5,4.6,61.7,92.2,35.9,0,0.3,17.6
1_demultiplex.bc1020--bc1059.hifi_reads,F8,1,sample,5RJ.01,5RJ.01.20,NA,NA,53.217778,-0.16375,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,combining_peas,NA,group_2,NA,maize_forage,NA,spring_malting_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,8,15,239,43,10.8,2496.4,3.5,4.6,61.7,92.2,35.9,0,0.3,17.6
1_demultiplex.bc1020--bc1060.hifi_reads,F9,1,sample,2JJ.01,2JJ.01.07,NA,NA,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,NA,6.4,14.4,139,155,12.6,1462.9,5.2,7.2,73.3,242,52.1,0,0.5,14
1_demultiplex.bc1020--bc1062.hifi_reads,F10,1,sample,2JJ.01,2JJ.01.15,NA,NA,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,NA,6.4,14.4,139,155,12.6,1462.9,5.2,7.2,73.3,242,52.1,0,0.5,14
1_demultiplex.bc1020--bc1065.hifi_reads,F11,1,sample,2AY.01,2AY.01.02,NA,NA,53.17379,-0.37644,7,8,2024,01/01/2024,08/07/2024,219,group_1,NA,oats,vetch,2nd_wheat,NA,group_1,NA,OSR,NA,NA,NA,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_demultiplex.bc1020--bc1075.hifi_reads,F12,1,gt_control,S3,S3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_demultiplex.bc1022--bc1033.hifi_reads,G1,1,sample,4QG.01,4QG.01.07,NA,NA,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,18.8,115,45,13,2827.9,3.3,16.2,222,109,42.4,0,1,19.4
1_demultiplex.bc1022--bc1035.hifi_reads,G2,1,sample,4QG.01,4QG.01.15,NA,NA,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,18.8,115,45,13,2827.9,3.3,16.2,222,109,42.4,0,1,19.4
1_demultiplex.bc1022--bc1044.hifi_reads,G3,1,sample,8JF.01,8JF.01.02,NA,NA,53.829639,-0.534361,5,8,2024,01/01/2024,08/05/2024,217,winter_wheat,NA,oilseed_rape,NA,winter_wheat,NA,winter_wheat,NA,oilseed_rape,NA,NA,NA,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,NA,Variable,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.8,16.8,197,107,14.9,3328.6,5.9,6.6,179.7,177.7,51.4,0,1.1,23.7
1_demultiplex.bc1022--bc1045.hifi_reads,G4,1,sample,8JF.01,8JF.01.10,NA,NA,53.829639,-0.534361,5,8,2024,01/01/2024,08/05/2024,217,winter_wheat,NA,oilseed_rape,NA,winter_wheat,NA,winter_wheat,NA,oilseed_rape,NA,NA,NA,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,NA,Variable,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.8,16.8,197,107,14.9,3328.6,5.9,6.6,179.7,177.7,51.4,0,1.1,23.7
1_demultiplex.bc1022--bc1054.hifi_reads,G5,1,sample,8JF.01,8JF.01.18,NA,NA,53.829639,-0.534361,5,8,2024,01/01/2024,08/05/2024,217,winter_wheat,NA,oilseed_rape,NA,winter_wheat,NA,winter_wheat,NA,oilseed_rape,NA,NA,NA,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,NA,Variable,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.8,16.8,197,107,14.9,3328.6,5.9,6.6,179.7,177.7,51.4,0,1.1,23.7
1_demultiplex.bc1022--bc1056.hifi_reads,G6,1,sample,5RJ.01,5RJ.01.05,NA,NA,53.217778,-0.16375,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,combining_peas,NA,group_2,NA,maize_forage,NA,spring_malting_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,8,15,239,43,10.8,2496.4,3.5,4.6,61.7,92.2,35.9,0,0.3,17.6
1_demultiplex.bc1022--bc1057.hifi_reads,G7,1,sample,5RJ.01,5RJ.01.13,NA,NA,53.217778,-0.16375,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,combining_peas,NA,group_2,NA,maize_forage,NA,spring_malting_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,8,15,239,43,10.8,2496.4,3.5,4.6,61.7,92.2,35.9,0,0.3,17.6
1_demultiplex.bc1022--bc1059.hifi_reads,G8,1,farmer_kit,5RJ.01,5RJ.1.219.FK,219,SFK,53.217778,-0.16375,6,8,2024,01/01/2024,08/06/2024,218,group_1,NA,combining_peas,NA,group_2,NA,maize_forage,NA,spring_malting_barley,NA,NA,NA,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,8,15,239,43,10.8,2496.4,3.5,4.6,61.7,92.2,35.9,0,0.3,17.6
1_demultiplex.bc1022--bc1060.hifi_reads,G9,1,sample,2JJ.01,2JJ.01.08,NA,NA,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,NA,6.4,14.4,139,155,12.6,1462.9,5.2,7.2,73.3,242,52.1,0,0.5,14
1_demultiplex.bc1022--bc1062.hifi_reads,G10,1,sample,2JJ.01,2JJ.01.16,NA,NA,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,NA,NA,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,NA,"Nitogen 3 times in the Spring (March, April, May)",NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No tillage,NA,6.4,14.4,139,155,12.6,1462.9,5.2,7.2,73.3,242,52.1,0,0.5,14
1_demultiplex.bc1022--bc1065.hifi_reads,G11,1,sample,2AY.01,2AY.01.03,NA,NA,53.17379,-0.37644,7,8,2024,01/01/2024,08/07/2024,219,group_1,NA,oats,vetch,2nd_wheat,NA,group_1,NA,OSR,NA,NA,NA,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_demultiplex.bc1022--bc1075.hifi_reads,G12,1,internal_control,EMPTY,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1_demultiplex.bc1024--bc1033.hifi_reads,H1,1,sample,4QG.01,4QG.01.08,NA,NA,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,18.8,115,45,13,2827.9,3.3,16.2,222,109,42.4,0,1,19.4
1_demultiplex.bc1024--bc1035.hifi_reads,H2,1,sample,4QG.01,4QG.01.16,NA,NA,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,NA,7.9,18.8,115,45,13,2827.9,3.3,16.2,222,109,42.4,0,1,19.4
1_demultiplex.bc1024--bc1044.hifi_reads,H3,1,sample,8JF.01,8JF.01.03,NA,NA,53.829639,-0.534361,5,8,2024,01/01/2024,08/05/2024,217,winter_wheat,NA,oilseed_rape,NA,winter_wheat,NA,winter_wheat,NA,oilseed_rape,NA,NA,NA,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,NA,Variable,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.8,16.8,197,107,14.9,3328.6,5.9,6.6,179.7,177.7,51.4,0,1.1,23.7
1_demultiplex.bc1024--bc1045.hifi_reads,H4,1,sample,8JF.01,8JF.01.11,NA,NA,53.829639,-0.534361,5,8,2024,01/01/2024,08/05/2024,217,winter_wheat,NA,oilseed_rape,NA,winter_wheat,NA,winter_wheat,NA,oilseed_rape,NA,NA,NA,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,NA,Variable,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.8,16.8,197,107,14.9,3328.6,5.9,6.6,179.7,177.7,51.4,0,1.1,23.7
1_demultiplex.bc1024--bc1054.hifi_reads,H5,1,sample,8JF.01,8JF.01.19,NA,NA,53.829639,-0.534361,5,8,2024,01/01/2024,08/05/2024,217,winter_wheat,NA,oilseed_rape,NA,winter_wheat,NA,winter_wheat,NA,oilseed_rape,NA,NA,NA,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,NA,Variable,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Reduced tillage,NA,7.8,16.8,197,107,14.9,3328.6,5.9,6.6,179.7,177.7,51.4,0,1.1,23.7
